--- CLASS 1 ---
subject,category,unit,url
EVS,question_paper,1,https://drive.google.com/file/d/1YWrUkiJr-NzHkiK6N-HaSkxWBFD3x-T2/view
EVS,question_paper,2,https://drive.google.com/file/d/1mkquW4PRfvJK530j21IXrScPpL9l7vSf/view
EVS,question_paper,3,https://drive.google.com/file/d/1kv_mbJEUzXVCXGVb50COarVFrtEkMMF2/view
EVS,question_paper,4,https://drive.google.com/file/d/1FuKXXvEyPrvFCISEJfG-26kqB3o-cy7i/view
EVS,question_paper,5,https://drive.google.com/file/d/15etbH4x9KhXypiqO8sFLai2wfElCXl_P/view
EVS,written_answer_key,all,https://drive.google.com/file/d/110iQE_hXryDtf7Fq-YCK-6CJB263B_R7/view
EVS,oral_sheet,1,https://drive.google.com/file/d/168P-pgRWJq-W6pGO6k47tUSfrtTqiC8-/view
EVS,oral_sheet,2,https://drive.google.com/file/d/13PmtvB-fe0jj5rNtVodZdz2SR5MAr2pi/view
EVS,oral_sheet,3,https://drive.google.com/file/d/1w50PoOJqKdAT740tlB_UAIwngx2_SxCJ/view
EVS,oral_sheet,4,https://drive.google.com/file/d/11HRdELoJluxP4anEKvHlXCv-Vm2BaQOV/view
EVS,oral_sheet,5,https://drive.google.com/file/d/1l_uv5pzMsWt4vaAvzcXwc1MTKPd5wGcq/view
Kannada,question_paper,1,https://drive.google.com/file/d/1XN6uotHBUlK0VrUJ9NSEA3zzi-Mj1i8o/view
Kannada,question_paper,2,https://drive.google.com/file/d/1PAQsQsinPFkxJs7D2oMUyLy3Mpf5iDjH/view
Kannada,question_paper,3,https://drive.google.com/file/d/1lt8x8x3IDE61C7lKzfy3xtjHeK-iwBYE/view
Kannada,question_paper,4,https://drive.google.com/file/d/1tqCRgxtxsPFjOMnuA9A7YshgSv3Zkgut/view
Kannada,question_paper,5,https://drive.google.com/file/d/1G3peVhUziAD6dqJs0empvi2gbdf0-aqB/view
Kannada,question_paper,6,https://drive.google.com/file/d/1WQYlRB_cJMe6tBgpRj4H1z4Tbyma8Sqj/view
Kannada,question_paper,7,https://drive.google.com/file/d/1Al3-rJfDmu5JpXPWeHN2YQR4ERGHh-kN/view
Kannada,question_paper,8,https://drive.google.com/file/d/1pG3zxAi88rJy6rswjdz3XjagD3KtnsNx/view
Kannada,written_answer_key,all,https://drive.google.com/file/d/12YWWJ-Rw3aBcnsZ_6BqIb5Hg1S_f20q6/view
Kannada,oral_sheet,1,https://drive.google.com/file/d/1kk4xvk-5dAO0hWjSqGpmPe6NUREznr3y/view
Kannada,oral_sheet,2,https://drive.google.com/file/d/1SVhoHOAOiLcR5kG8wnnUmj3trJNlWB1f/view
Kannada,oral_sheet,3,https://drive.google.com/file/d/16IWCer_sA4MW_FmDaoJiZJcweHFKAB3d/view
Kannada,oral_sheet,4,https://drive.google.com/file/d/1khcwgDcdedJtNtKwTCEUOfmi1VMLQmbY/view
Kannada,oral_sheet,5,https://drive.google.com/file/d/1MVB4Sgj5l0zY-CIIzTb5idVMMrOxEbh8/view
Kannada,oral_sheet,6,https://drive.google.com/file/d/1liGwq6e6OfoxS45TXBJ9W9MxCzpVPaz_/view
Kannada,oral_sheet,7,https://drive.google.com/file/d/1dqeK6D2xVsTI5-H8WMwIJpmfc3bKRkDd/view
Kannada,oral_sheet,8,https://drive.google.com/file/d/1iA9Plnxle3MPxo4F5kiG-QkEevFML-5V/view
Maths,question_paper,1,https://drive.google.com/file/d/1duspX4Wc4pcm2ASBeJJxhbiL5y2crx2H/view
Maths,question_paper,2,https://drive.google.com/file/d/18rDrI91tfXnbPOivCnxdgUF9kSpYwzMi/view
Maths,question_paper,3,https://drive.google.com/file/d/1rhjKGH59VIQAUMr16Eqv58-a6kP1iF7F/view
Maths,question_paper,4,https://drive.google.com/file/d/1LrsXCyP8lHT-14bRRJPbF4E_dze4wgY9/view
Maths,question_paper,5,https://drive.google.com/file/d/11Ywp7eZeLRBauRMGyHSwbgyNVbrYGcDT/view
Maths,question_paper,6,https://drive.google.com/file/d/1KwJxSNXU1iXaSU8NPLazPNVQlf8Gp59_/view
Maths,written_answer_key,all,https://drive.google.com/file/d/1nuZX3as7sL3-1G8q2BTsgPzvd7kXjiMV/view
Maths,oral_sheet,1,https://drive.google.com/file/d/1kjqxd1VrmHHStEjxRh6u_uH_Rwy0FNjB/view
Maths,oral_sheet,2,https://drive.google.com/file/d/1fDR6yByPZ1z32pvW0jR_s5zkbp3AjEp6/view
Maths,oral_sheet,3,https://drive.google.com/file/d/1wXgmU7tBtDapWbw3qf8R4q34MojZrIz1/view
Maths,oral_sheet,4,https://drive.google.com/file/d/1zMKSF-B8yUtRiKI1Gwln7jJ2E6oVkanp/view
Maths,oral_sheet,5,https://drive.google.com/file/d/1zfR_n2Q-r-U660KwdvNekUsuri73O9MY/view
Maths,oral_sheet,6,https://drive.google.com/file/d/1DyLjP_3W3fyRN8KbmAQi_o9qAPTU7g-a/view
Maths,oral_sheet,7,https://drive.google.com/file/d/1ZSU96Rm_1Wowhdii6dTCtLRngbnA02pH/view

--- CLASS 3 ---
subject,category,unit,url
English,question_paper,1,https://drive.google.com/file/d/1Fhsn5K9gFghsf9zzi2EP4BwwfnsIe3YG/view
English,question_paper,2,https://drive.google.com/file/d/1Njj4jg_kUu5BnxhcaWqWULF12r2NHes9/view
English,question_paper,3,https://drive.google.com/file/d/1kM7WKkt6JfoBHpDnhqYddav-82uhv8iZ/view
English,question_paper,4,https://drive.google.com/file/d/1lvNQqUnpypvGwNAPB448DCJ-vuX-eQZY/view
English,question_paper,5,https://drive.google.com/file/d/1HZZ5AhtSu3syqi54m6lLQBKz-atwd164/view
English,question_paper,6,https://drive.google.com/file/d/1h9SltetVc-xddz3FFsrW8V4M8a4reuK7/view
English,written_answer_key,1,https://drive.google.com/file/d/1GH8MR5ADCubBxIN71_mB3SG6_Z0Aapn9/view
English,written_answer_key,2,https://drive.google.com/file/d/1qpcz0O-1aa9r1Yzk-6qkxtkw7sKWrM3B/view
English,written_answer_key,3,https://drive.google.com/file/d/1yteonhV-QAn6ADjbQbJ9KMBCA7ieGxsc/view
English,written_answer_key,4,https://drive.google.com/file/d/17LF4klD-cVIRGgVrzegKyX713nfmCN6f/view
English,written_answer_key,5,https://drive.google.com/file/d/1FbGTOgbGVmDXlucj2JwhhJTYR0v87VDU/view
English,written_answer_key,6,https://drive.google.com/file/d/1KhiZIVx9Nbiylmbin3XJ5tgLuQfL2iK1/view
English,oral_sheet,1,https://drive.google.com/file/d/1opHsddQCacWXIUOe3MG3cDFYq3TNdDig/view
English,oral_sheet,2,https://drive.google.com/file/d/1XZ3Y1j27a3cYAoF9Ka1lTRKUbXWckrAV/view
English,oral_sheet,3,https://drive.google.com/file/d/1XUusHZdJZFB0fgwiP6aQ_vceQxgKvyay/view
English,oral_sheet,4,https://drive.google.com/file/d/1AJvEKB9TjzLsAVN4EtZRnU6HHUhmBzAU/view
English,oral_sheet,5,https://drive.google.com/file/d/1_qFD3XG4ZvZM_tDpHkiFrlLN86JvRPUY/view
English,oral_sheet,6,https://drive.google.com/file/d/1ff5r1GG_d2NM6N9WMZZovDN1zM3Tv6oC/view
EVS,question_paper,1,https://drive.google.com/file/d/1By3yNMktaEycboQqlvhvh8XQ9A4ChcEU/view
EVS,question_paper,2,https://drive.google.com/file/d/1MBMW4I06ho3SA1Ffmf7_YI-knfuNKlTH/view
EVS,question_paper,3,https://drive.google.com/file/d/1c9VRZ_JQz5u0UlTPPbwGlXHJT8fQamQ1/view
EVS,question_paper,4,https://drive.google.com/file/d/1_WxR-t1cj0miWsLJ0BbBZ3VItK7fVKNU/view
EVS,question_paper,5,https://drive.google.com/file/d/1bJQVBGX3t33JclDYpWgIhS6oHO3-KEgB/view
EVS,question_paper,6,https://drive.google.com/file/d/1DLs9bG8BXOOZQks81TtTBn7qU5Kt87Yr/view
EVS,question_paper,7,https://drive.google.com/file/d/1m94scUlLXBJX37kf3jcB03Kkb5fVQVvp/view
EVS,question_paper,8,https://drive.google.com/file/d/1K1MSnJQgPQ6O6BnO5lHew8_Y8VLM4bKi/view
EVS,question_paper,9,https://drive.google.com/file/d/1TRF7u_1DRQHc9iFQUYqUsTEB4JAsa05Y/view
EVS,question_paper,10,https://drive.google.com/file/d/12DYWPJkFC673v5uUSKF6CLmHfXBItwOV/view
EVS,question_paper,11,https://drive.google.com/file/d/1P7x0YeH6fL2HNfX1iI4uRK7zjG6RhkfQ/view
EVS,written_answer_key,1,https://drive.google.com/file/d/1nx5szTIB6zfiL0qtC8HLhHB6XKMOhgKT/view
EVS,written_answer_key,2,https://drive.google.com/file/d/1nTAMQivWH0JNGPtbXNFsC8vIRQSQA4nQ/view
EVS,written_answer_key,3,https://drive.google.com/file/d/1LNKb6DNfOeR0eG8_dSiqEeopjzNzNBZQ/view
EVS,written_answer_key,4,https://drive.google.com/file/d/1ziPuM5fPrGdtuYeBVs0uQlPXCRldLpxA/view
EVS,written_answer_key,5,https://drive.google.com/file/d/1VAZyiVluAbF30c401vKPBHIiHimbqygt/view
EVS,written_answer_key,6,https://drive.google.com/file/d/15g3sB1QHK4itrzGV5yq6t8KTDN4VSQ3U/view
EVS,written_answer_key,7,https://drive.google.com/file/d/1fA3w2EMdZs-9AmWDgX93fFmAGm95z4TH/view
EVS,written_answer_key,8,https://drive.google.com/file/d/1wuI8zGQQTTxCkL5UhrCkg6wQttmhzOp0/view
EVS,written_answer_key,9,https://drive.google.com/file/d/19JGME_mW14mIoRInl4J1KzGdzd1Ml8Md/view
EVS,written_answer_key,10,https://drive.google.com/file/d/1NAGCzekqVme7Yn3XdB6t8Ux117vuCigr/view
EVS,written_answer_key,11,https://drive.google.com/file/d/1jAuMUNRlEDjlyniEP2akWygxtIBEPJfi/view
EVS,oral_sheet,1,https://drive.google.com/file/d/10Vy2uELRI_2Ai9uFoTdzb585Y5zMHxF8/view
EVS,oral_sheet,2,https://drive.google.com/file/d/1r_0JTwyusKrpw7d0w1Z7Xd7KmiFegSQn/view
EVS,oral_sheet,3,https://drive.google.com/file/d/15yDtjsl-lCjpXSnDj9y-HyoOE66vYgTI/view
EVS,oral_sheet,4,https://drive.google.com/file/d/1MU300GUT_DBhjBj_gZADTAt_L6CTIR_U/view
EVS,oral_sheet,5,https://drive.google.com/file/d/1bbS6m2bJFnuxAKkpaZXjm_OZ-poxQ_Ly/view
EVS,oral_sheet,6,https://drive.google.com/file/d/14wt5He-d7-VtPa62aowqIPYFztVH08y3/view
EVS,oral_sheet,7,https://drive.google.com/file/d/1lyYelDR9msgOJzg27-rwJ1x18nLG0S7F/view
EVS,oral_sheet,8,https://drive.google.com/file/d/11uT-BpYoXHlfcuyfRXKPY6U7l-0hBGTu/view
EVS,oral_sheet,9,https://drive.google.com/file/d/1MCvCcN6aGDQYdDRaZswQlkNmnIuSQR4Q/view
EVS,oral_sheet,10,https://drive.google.com/file/d/1a-N4HTz5Y9tjgFPcg2mJHkryf5swAQs2/view
EVS,oral_sheet,11,https://drive.google.com/file/d/1YW2CL37pYN2PHCQXkg98rptVJsWHEGWa/view
Kannada,question_paper,1,https://drive.google.com/file/d/13qm_CX3BqHomq6OJ8ShzhasP5jOXw2zC/view
Kannada,question_paper,2,https://drive.google.com/file/d/1OPItSdhATyS5J64245FHri0tYjSEVCNl/view
Kannada,question_paper,3,https://drive.google.com/file/d/1gEC_v-STU8Jv28oIApnCqGkUOnt9eqQR/view
Kannada,question_paper,4,https://drive.google.com/file/d/1GHZLJFWkCKVfn3sA5I8R4w2vULewCO8r/view
Kannada,question_paper,5,https://drive.google.com/file/d/1DMsb7hIPlz8wzSqMcqPumSzaYBK7hvuX/view
Kannada,question_paper,6,https://drive.google.com/file/d/14aU5xJnoGgvCxaJjKajJQaUaaPLp4UsX/view
Kannada,question_paper,7,https://drive.google.com/file/d/1qh-IM9ej6m0oXMy6G3_d8VcKimGu2g4A/view
Kannada,question_paper,8,https://drive.google.com/file/d/1XtCkQ4TxPD8ugDQxRzgXGONc8Rle18rt/view
Kannada,written_answer_key,1,https://drive.google.com/file/d/1QQNzEtHM4WM-8oAsmHBHZviO6AX5DoIn/view
Kannada,written_answer_key,2,https://drive.google.com/file/d/10GlxnCt1Yf4MwN5Dqvi5Xu1MZdcCC2Y5/view
Kannada,written_answer_key,3,https://drive.google.com/file/d/1XJr1xdXiE7Kz-En7gNnRo1hEHbbQb1Yl/view
Kannada,written_answer_key,4,https://drive.google.com/file/d/1oNEd5oUckGLWF5rHMhU6paWkTHWT8Xo_/view
Kannada,written_answer_key,5,https://drive.google.com/file/d/1umcW0_5X45KrNPyXyRjwSBbAwcQfL_XR/view
Kannada,written_answer_key,6,https://drive.google.com/file/d/18j8jMLmBUD-Ay5LjuWImwW5w3WwtIsds/view
Kannada,written_answer_key,7,https://drive.google.com/file/d/1cZqTcYhv0uLCHTtn5ZveiUFPg3Tb6kLq/view
Kannada,written_answer_key,8,https://drive.google.com/file/d/1t_sQFmbzccA5ps6UhaGfGAnrEF-b1FmZ/view
Kannada,oral_sheet,1,https://drive.google.com/file/d/1qNgxzOe6t0buwZCBxaa2NjS3E5HlvBAv/view
Kannada,oral_sheet,2,https://drive.google.com/file/d/1XxgDUmBYQ7x5Kt9MopLRGiJtmQokao-o/view
Kannada,oral_sheet,3,https://drive.google.com/file/d/1uksOkueLVOUS2uy8TxFC8F6gPLH9Tn2L/view
Kannada,oral_sheet,4,https://drive.google.com/file/d/1sIouEnH2CwryHTDM7N1SjlvyDD4XmtM5/view
Kannada,oral_sheet,5,https://drive.google.com/file/d/1dxlPeaKKjVbxvA5nxNpdIR20hVJvFhLm/view
Kannada,oral_sheet,6,https://drive.google.com/file/d/154u6S-pTrxWWtVKklibXXsn_3sW_nClJ/view
Kannada,oral_sheet,7,https://drive.google.com/file/d/17HQL2NjxCnbjxRbw1bUc_if8uR3zi8PW/view
Kannada,oral_sheet,8,https://drive.google.com/file/d/1nYe0fiRZz4ix3PQbYkb_UZgUEuccSPio/view
Maths,question_paper,1,https://drive.google.com/file/d/1qsUL9or4steo_WVjA4f42vwD1VhX3JG6/view
Maths,question_paper,2,https://drive.google.com/file/d/1tz6yB57YwFptoJbtxPpBOu1pr5mHvIeF/view
Maths,question_paper,3,https://drive.google.com/file/d/1zVkkaIhgda2_KsN1BvzS7PeJ6OpHMN3C/view
Maths,question_paper,4,https://drive.google.com/file/d/1lL3VUFUJHa6tPdHKO6ZgjoRqfS4YOWaW/view
Maths,question_paper,5,https://drive.google.com/file/d/1LATkad2wffMzj_7N8EdDjbqlQv00CRS3/view
Maths,question_paper,6,https://drive.google.com/file/d/1UHtTtSxdMsu3_kcDNuOdq1oVpEiAOV8m/view
Maths,question_paper,7,https://drive.google.com/file/d/1Sk_uCz04INz9sveLUVYxMlG9b7FFlJrX/view
Maths,written_answer_key,1,https://drive.google.com/file/d/1sMeVh9b_A5dyen7mLfCP1MBuToDESvJr/view
Maths,written_answer_key,2,https://drive.google.com/file/d/1XIhe_GxbhKYxwFxzmD7gbWPeFRcVqySO/view
Maths,written_answer_key,3,https://drive.google.com/file/d/1qT_JmlqQcncLei7ic72SGDM6Z5mA7tkU/view
Maths,written_answer_key,4,https://drive.google.com/file/d/1rkqUt7zvPPq5r9nUTBRF9bvqd8-ccSJO/view
Maths,written_answer_key,5,https://drive.google.com/file/d/1tUHyIhQ06gt0iFr86PfTurImt8dlRsUY/view
Maths,written_answer_key,6,https://drive.google.com/file/d/1hKMkqurQhr0lTdSn89d2wrS-QVm0h0YR/view
Maths,written_answer_key,7,https://drive.google.com/file/d/1UWRuXNPDSVWr046SS_ibiE67BNtJcPg7/view
Maths,oral_sheet,1,https://drive.google.com/file/d/1pgD4hxGZiDU3VSF4pSoArqvjI_BdLKIF/view
Maths,oral_sheet,2,https://drive.google.com/file/d/1EhpQmtytnzJy65x2fxje7UvA_thx5oN9/view
Maths,oral_sheet,3,https://drive.google.com/file/d/19Lg4BmTG3b2MPO3MhKeUxSE2ZyvN1QgV/view
Maths,oral_sheet,4,https://drive.google.com/file/d/17dupnnwzQTA7kJJ2ICJ6RtIlZn2QH1y7/view
Maths,oral_sheet,5,https://drive.google.com/file/d/1ssxr5XzrZAcewOugKg-UG6QEYhIx7QkG/view
Maths,oral_sheet,6,https://drive.google.com/file/d/1EWtxcGhYPtWv38_rLRLzOWr8lau9sjJm/view
Maths,oral_sheet,7,https://drive.google.com/file/d/1QKUSp-ET5NOlGJ8FlzO0UdlAUCh4hOFg/view
